Artist,Song,URL
Fall Out Boy,"Sugar, We’re Going Down",https://www.whosampled.com/Fall-Out-Boy/Sugar%2C-We%27re-Going-Down/
The Rolling Stones,Miss You,https://www.whosampled.com/The-Rolling-Stones/Miss-You/
Rick Astley,Never Gonna Give You Up,https://www.whosampled.com/Rick-Astley/Never-Gonna-Give-You-Up/
The Chicks,Goodbye Earl,https://www.whosampled.com/The-Chicks/Goodbye-Earl/
The Cardigans,Lovefool,https://www.whosampled.com/The-Cardigans/Lovefool/
Daddy Yankee,Gasolina,https://www.whosampled.com/Daddy-Yankee/Gasolina/
David Guetta feat. Sia,Titanium,https://www.whosampled.com/David-Guetta/Titanium/
Salt-n-Pepa,Shoop,https://www.whosampled.com/Salt-n-Pepa/Shoop/
Neneh Cherry,Buffalo Stance,https://www.whosampled.com/Neneh-Cherry/Buffalo-Stance/
Psy,Gangnam Style,https://www.whosampled.com/Psy/Gangnam-Style/
Corinne Bailey Rae,Put Your Records On,https://www.whosampled.com/Corinne-Bailey-Rae/Put-Your-Records-On/
Beck,Loser,https://www.whosampled.com/Beck/Loser/
Bruce Springsteen,Dancing in the Dark,https://www.whosampled.com/Bruce-Springsteen/Dancing-in-the-Dark/
Temptations,Just My Imagination (Running Away With Me),https://www.whosampled.com/Temptations/Just-My-Imagination-%28Running-Away-With-Me%29/
Daryl Hall & John Oates,You Make My Dreams,https://www.whosampled.com/Daryl-Hall/You-Make-My-Dreams/
The Cure,Just Like Heaven,https://www.whosampled.com/The-Cure/Just-Like-Heaven/
Kanye West feat. Jamie Foxx,Gold Digger,https://www.whosampled.com/Kanye-West/Gold-Digger/
Whitney Houston,How Will I Know,https://www.whosampled.com/Whitney-Houston/How-Will-I-Know/
Christina Aguilera,Genie in a Bottle,https://www.whosampled.com/Christina-Aguilera/Genie-in-a-Bottle/
Petula Clark,Downtown,https://www.whosampled.com/Petula-Clark/Downtown/
Charli XCX,Boom Clap,https://www.whosampled.com/Charli-XCX/Boom-Clap/
Avril Lavigne,Sk8er Boi,https://www.whosampled.com/Avril-Lavigne/Sk8er-Boi/
The Lovin’ Spoonful,Do You Believe in Magic,https://www.whosampled.com/The-Lovin%27-Spoonful/Do-You-Believe-in-Magic/
Ace of Base,The Sign,https://www.whosampled.com/Ace-of-Base/The-Sign/
SZA,Kill Bill,https://www.whosampled.com/SZA/Kill-Bill/
The Spinners,Could It Be I’m Falling in Love?,https://www.whosampled.com/The-Spinners/Could-It-Be-I%27m-Falling-in-Love%3F/
Aqua,Barbie Girl,https://www.whosampled.com/Aqua/Barbie-Girl/
Carole King,It’s Too Late,https://www.whosampled.com/Carole-King/It%27s-Too-Late/
Soulja Boy,Crank That (Soulja Boy),https://www.whosampled.com/Soulja-Boy/Crank-That-%28Soulja-Boy%29/
Joni Mitchell,Big Yellow Taxi,https://www.whosampled.com/Joni-Mitchell/Big-Yellow-Taxi/
Janet Jackson,That’s the Way Love Goes,https://www.whosampled.com/Janet-Jackson/That%27s-the-Way-Love-Goes/
Electric Light Orchestra,Don’t Bring Me Down,https://www.whosampled.com/Electric-Light-Orchestra/Don%27t-Bring-Me-Down/
The Chainsmokers feat. Halsey,Closer,https://www.whosampled.com/The-Chainsmokers/Closer/
The Zombies,She’s Not There,https://www.whosampled.com/The-Zombies/She%27s-Not-There/
Guns N’ Roses,Sweet Child o’ Mine,https://www.whosampled.com/Guns-N%27-Roses/Sweet-Child-o%27-Mine/
Cascada,Everytime We Touch,https://www.whosampled.com/Cascada/Everytime-We-Touch/
Ginuwine,Pony,https://www.whosampled.com/Ginuwine/Pony/
Michael Jackson,Beat It,https://www.whosampled.com/Michael-Jackson/Beat-It/
The Bangles,Manic Monday,https://www.whosampled.com/The-Bangles/Manic-Monday/
Kylie Minogue,Can’t Get You Out of My Head,https://www.whosampled.com/Kylie-Minogue/Can%27t-Get-You-Out-of-My-Head/
Santana feat. Rob Thomas,Smooth,https://www.whosampled.com/Santana/Smooth/
Foreigner,I Want to Know What Love Is,https://www.whosampled.com/Foreigner/I-Want-to-Know-What-Love-Is/
Estelle feat. Kanye West,American Boy,https://www.whosampled.com/Estelle/American-Boy/
Philip Bailey With Phil Collins,Easy Lover,https://www.whosampled.com/Philip-Bailey-With-Phil-Collins/Easy-Lover/
Bad Bunny,Tití Me Preguntó,https://www.whosampled.com/Bad-Bunny/Tit%C3%AD-Me-Pregunt%C3%B3/
The Knack,My Sharona,https://www.whosampled.com/The-Knack/My-Sharona/
Belinda Carlisle,Heaven Is a Place on Earth,https://www.whosampled.com/Belinda-Carlisle/Heaven-Is-a-Place-on-Earth/
Stevie Wonder,My Cherie Amour,https://www.whosampled.com/Stevie-Wonder/My-Cherie-Amour/
Jean Knight,Mr. Big Stuff,https://www.whosampled.com/Jean-Knight/Mr.-Big-Stuff/
Bobby Darin,Beyond the Sea,https://www.whosampled.com/Bobby-Darin/Beyond-the-Sea/
"Pitbull feat. Ne-Yo, Afrojack & Nayer",Give Me Everything,https://www.whosampled.com/Pitbull/Give-Me-Everything/
Chaka Khan,I Feel for You,https://www.whosampled.com/Chaka-Khan/I-Feel-for-You/
Nelly,Country Grammar (Hot Shit),https://www.whosampled.com/Nelly/Country-Grammar-%28Hot-Shit%29/
Tom Jones,It’s Not Unusual,https://www.whosampled.com/Tom-Jones/It%27s-Not-Unusual/
5 Seconds of Summer,She Looks So Perfect,https://www.whosampled.com/5-Seconds-of-Summer/She-Looks-So-Perfect/
Chic,Le Freak,https://www.whosampled.com/Chic/Le-Freak/
Everly Brothers,All I Have to Do Is Dream,https://www.whosampled.com/Everly-Brothers/All-I-Have-to-Do-Is-Dream/
Lisa Loeb,Stay (I Missed You),https://www.whosampled.com/Lisa-Loeb/Stay-%28I-Missed-You%29/
Johnny Cash,Ring of Fire,https://www.whosampled.com/Johnny-Cash/Ring-of-Fire/
"Cardi B, J Balvin & Bad Bunny",I Like It,https://www.whosampled.com/Cardi-B%2C-J-Balvin/I-Like-It/
Cher,If I Could Turn Back Time,https://www.whosampled.com/Cher/If-I-Could-Turn-Back-Time/
Jonas Brothers,Burnin’ Up,https://www.whosampled.com/Jonas-Brothers/Burnin%27-Up/
Tom Tom Club,Genius of Love,https://www.whosampled.com/Tom-Tom-Club/Genius-of-Love/
Big Punisher feat. Joe,Still Not a Player,https://www.whosampled.com/Big-Punisher/Still-Not-a-Player/
Bay City Rollers,Saturday Night,https://www.whosampled.com/Bay-City-Rollers/Saturday-Night/
Carrie Underwood,Before He Cheats,https://www.whosampled.com/Carrie-Underwood/Before-He-Cheats/
BTS,Dynamite,https://www.whosampled.com/BTS/Dynamite/
New Order,Bizarre Love Triangle,https://www.whosampled.com/New-Order/Bizarre-Love-Triangle/
Katrina and the Waves,Walking on Sunshine,https://www.whosampled.com/Katrina-and-the-Waves/Walking-on-Sunshine/
Eagles,One of These Nights,https://www.whosampled.com/Eagles/One-of-These-Nights/
Selena,Dreaming of You,https://www.whosampled.com/Selena/Dreaming-of-You/
Dion,Runaround Sue,https://www.whosampled.com/Dion/Runaround-Sue/
Salt-n-Pepa,Push It,https://www.whosampled.com/Salt-n-Pepa/Push-It/
A Flock of Seagulls,I Ran (So Far Away),https://www.whosampled.com/A-Flock-of-Seagulls/I-Ran-%28So-Far-Away%29/
The Notorious B.I.G.,Big Poppa,https://www.whosampled.com/The-Notorious-B.I.G./Big-Poppa/
Queen,Crazy Little Thing Called Love,https://www.whosampled.com/Queen/Crazy-Little-Thing-Called-Love/
Adina Howard,Freak Like Me,https://www.whosampled.com/Adina-Howard/Freak-Like-Me/
P!nk,Raise Your Glass,https://www.whosampled.com/P%21nk/Raise-Your-Glass/
Rihanna feat. Drake,Work,https://www.whosampled.com/Rihanna/Work/
Lil Wayne feat. Static Major,Lollipop,https://www.whosampled.com/Lil-Wayne/Lollipop/
The Partridge Family,I Think I Love You,https://www.whosampled.com/The-Partridge-Family/I-Think-I-Love-You/
Blink-182,All the Small Things,https://www.whosampled.com/Blink-182/All-the-Small-Things/
Taylor Swift,Anti-Hero,https://www.whosampled.com/Taylor-Swift/Anti-Hero/
Elvis Presley,Suspicious Minds,https://www.whosampled.com/Elvis-Presley/Suspicious-Minds/
Prince and the Revolution,Raspberry Beret,https://www.whosampled.com/Prince-and-the-Revolution/Raspberry-Beret/
Paula Abdul,Straight Up,https://www.whosampled.com/Paula-Abdul/Straight-Up/
Lil Jon & The East Side Boyz feat. Ying Yang Twins,Get Low,https://www.whosampled.com/Lil-Jon-%26-The-East-Side-Boyz/Get-Low/
James Brown and the Famous Flames,I Got You (I Feel Good),https://www.whosampled.com/James-Brown-and-the-Famous-Flames/I-Got-You-%28I-Feel-Good%29/
John Denver,"Take Me Home, Country Roads",https://www.whosampled.com/John-Denver/Take-Me-Home%2C-Country-Roads/
The Box Tops,The Letter,https://www.whosampled.com/The-Box-Tops/The-Letter/
Etta James,At Last,https://www.whosampled.com/Etta-James/At-Last/
Gnarls Barkley,Crazy,https://www.whosampled.com/Gnarls-Barkley/Crazy/
Gin Blossoms,Hey Jealousy,https://www.whosampled.com/Gin-Blossoms/Hey-Jealousy/
Lesley Gore,It’s My Party,https://www.whosampled.com/Lesley-Gore/It%27s-My-Party/
Calvin Harris feat. Frank Ocean & Migos,Slide,https://www.whosampled.com/Calvin-Harris/Slide/
Arthur Conley,Sweet Soul Music,https://www.whosampled.com/Arthur-Conley/Sweet-Soul-Music/
New Edition,Candy Girl,https://www.whosampled.com/New-Edition/Candy-Girl/
R.E.M.,Losing My Religion,https://www.whosampled.com/R.E.M./Losing-My-Religion/
Fergie feat. Ludacris,Glamorous,https://www.whosampled.com/Fergie/Glamorous/
Kris Kross,Jump,https://www.whosampled.com/Kris-Kross/Jump/
Isley Brothers,That Lady,https://www.whosampled.com/Isley-Brothers/That-Lady/
B.J. Thomas,Raindrops Keep Fallin’ on My Head,https://www.whosampled.com/B.J.-Thomas/Raindrops-Keep-Fallin%27-on-My-Head/
Avicii,Levels,https://www.whosampled.com/Avicii/Levels/
Yvonne Elliman,If I Can’t Have You,https://www.whosampled.com/Yvonne-Elliman/If-I-Can%27t-Have-You/
Fatboy Slim,Praise You,https://www.whosampled.com/Fatboy-Slim/Praise-You/
Sean Paul,Get Busy,https://www.whosampled.com/Sean-Paul/Get-Busy/
Simple Minds,Don’t You (Forget About Me),https://www.whosampled.com/Simple-Minds/Don%27t-You-%28Forget-About-Me%29/
Smash Mouth,All Star,https://www.whosampled.com/Smash-Mouth/All-Star/
Taio Cruz,Dynamite,https://www.whosampled.com/Taio-Cruz/Dynamite/
The Captain & Tennille,Love Will Keep Us Together,https://www.whosampled.com/The-Captain/Love-Will-Keep-Us-Together/
Lisa Lisa & Cult Jam with Full Force,I Wonder If I Take You Home,https://www.whosampled.com/Lisa-Lisa/I-Wonder-If-I-Take-You-Home/
Megan Thee Stallion feat. Beyoncé,Savage Remix,https://www.whosampled.com/Megan-Thee-Stallion/Savage-Remix/
The Emotions,Best of My Love,https://www.whosampled.com/The-Emotions/Best-of-My-Love/
Natalie Imbruglia,Torn,https://www.whosampled.com/Natalie-Imbruglia/Torn/
Carl Carlton,Everlasting Love,https://www.whosampled.com/Carl-Carlton/Everlasting-Love/
Sonny & Cher,I Got You Babe,https://www.whosampled.com/Sonny/I-Got-You-Babe/
Jack Ü with Justin Bieber,Where Are Ü Now,https://www.whosampled.com/Jack-%C3%9C-with-Justin-Bieber/Where-Are-%C3%9C-Now/
Def Leppard,Photograph,https://www.whosampled.com/Def-Leppard/Photograph/
Ed Sheeran,Thinking Out Loud,https://www.whosampled.com/Ed-Sheeran/Thinking-Out-Loud/
Sir Mix-a-Lot,Baby Got Back,https://www.whosampled.com/Sir-Mix-a-Lot/Baby-Got-Back/
Divinyls,I Touch Myself,https://www.whosampled.com/Divinyls/I-Touch-Myself/
Lady A,Need You Now,https://www.whosampled.com/Lady-A/Need-You-Now/
KC and the Sunshine Band,Boogie Shoes,https://www.whosampled.com/KC-and-the-Sunshine-Band/Boogie-Shoes/
Dusty Springfield,I Only Want to Be With You,https://www.whosampled.com/Dusty-Springfield/I-Only-Want-to-Be-With-You/
Eve feat. Gwen Stefani,Let Me Blow Ya Mind,https://www.whosampled.com/Eve/Let-Me-Blow-Ya-Mind/
Katy Perry,Hot N Cold,https://www.whosampled.com/Katy-Perry/Hot-N-Cold/
Eminem,My Name Is,https://www.whosampled.com/Eminem/My-Name-Is/
10cc,I’m Not in Love,https://www.whosampled.com/10cc/I%27m-Not-in-Love/
Mark Morrison,Return of the Mack,https://www.whosampled.com/Mark-Morrison/Return-of-the-Mack/
Go-Go’s,Our Lips Are Sealed,https://www.whosampled.com/Go-Go%27s/Our-Lips-Are-Sealed/
Natalie Cole,This Will Be,https://www.whosampled.com/Natalie-Cole/This-Will-Be/
Jennifer Lopez feat. Styles P & Jadakiss,Jenny From the Block,https://www.whosampled.com/Jennifer-Lopez/Jenny-From-the-Block/
The J. Geils Band,Centerfold,https://www.whosampled.com/The-J.-Geils-Band/Centerfold/
Jimmy Eat World,The Middle,https://www.whosampled.com/Jimmy-Eat-World/The-Middle/
Wilson Phillips,Hold On,https://www.whosampled.com/Wilson-Phillips/Hold-On/
"DJ Khaled feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",All I Do Is Win,https://www.whosampled.com/DJ-Khaled/All-I-Do-Is-Win/
The Association,Windy,https://www.whosampled.com/The-Association/Windy/
Gwen Stefani,Hollaback Girl,https://www.whosampled.com/Gwen-Stefani/Hollaback-Girl/
Seal,Kiss From a Rose,https://www.whosampled.com/Seal/Kiss-From-a-Rose/
Marvin Gaye,I Heard It Through the Grapevine,https://www.whosampled.com/Marvin-Gaye/I-Heard-It-Through-the-Grapevine/
Jay-Z feat. UGK,Big Pimpin',https://www.whosampled.com/Jay-Z/Big-Pimpin%27/
Peter Gabriel,Sledgehammer,https://www.whosampled.com/Peter-Gabriel/Sledgehammer/
The Drifters,Under the Boardwalk,https://www.whosampled.com/The-Drifters/Under-the-Boardwalk/
Isaac Hayes,Theme From ‘Shaft',https://www.whosampled.com/Isaac-Hayes/Theme-From-%E2%80%98Shaft%27/
Plain White T’s,Hey There Delilah,https://www.whosampled.com/Plain-White-T%27s/Hey-There-Delilah/
Jackie Wilson,(Your Love Keeps Lifting Me) Higher and Higher,https://www.whosampled.com/Jackie-Wilson/%28Your-Love-Keeps-Lifting-Me%29-Higher-and-Higher/
Los Del Rio,Macarena (Bayside Boys Mix),https://www.whosampled.com/Los-Del-Rio/Macarena-%28Bayside-Boys-Mix%29/
New Kids on the Block,You Got It (The Right Stuff),https://www.whosampled.com/New-Kids-on-the-Block/You-Got-It-%28The-Right-Stuff%29/
Cherrelle with Alexander O’Neal,Saturday Love,https://www.whosampled.com/Cherrelle-with-Alexander-O%27Neal/Saturday-Love/
Toni Basil,Mickey,https://www.whosampled.com/Toni-Basil/Mickey/
Connie Francis,Stupid Cupid,https://www.whosampled.com/Connie-Francis/Stupid-Cupid/
Demi Lovato,Give Your Heart a Break,https://www.whosampled.com/Demi-Lovato/Give-Your-Heart-a-Break/
Tommy Tutone,867-5309/Jenny,https://www.whosampled.com/Tommy-Tutone/867-5309/Jenny/
Pharrell feat. Jay-Z,Frontin',https://www.whosampled.com/Pharrell/Frontin%27/
Irene Cara,Flashdance…What a Feeling,https://www.whosampled.com/Irene-Cara/Flashdance%E2%80%A6What-a-Feeling/
Lil Kim feat. Lil Cease,Crush on You,https://www.whosampled.com/Lil-Kim/Crush-on-You/
Berlin,Take My Breath Away,https://www.whosampled.com/Berlin/Take-My-Breath-Away/
Alice Deejay,Better Off Alone,https://www.whosampled.com/Alice-Deejay/Better-Off-Alone/
Ella Mai,Boo’d Up,https://www.whosampled.com/Ella-Mai/Boo%27d-Up/
The Dave Clark Five,Glad All Over,https://www.whosampled.com/The-Dave-Clark-Five/Glad-All-Over/
Pretenders,Back on the Chain Gang,https://www.whosampled.com/Pretenders/Back-on-the-Chain-Gang/
Tony Bennett,I Left My Heart in San Francisco,https://www.whosampled.com/Tony-Bennett/I-Left-My-Heart-in-San-Francisco/
Real McCoy,Another Night,https://www.whosampled.com/Real-McCoy/Another-Night/
The Romantics,What I Like About You,https://www.whosampled.com/The-Romantics/What-I-Like-About-You/
Ciara feat. Petey Pablo,Goodies,https://www.whosampled.com/Ciara/Goodies/
The Shangri-Las,Give Him a Great Big Kiss,https://www.whosampled.com/The-Shangri-Las/Give-Him-a-Great-Big-Kiss/
First Class,Beach Baby,https://www.whosampled.com/First-Class/Beach-Baby/
Debbie Gibson,Only in My Dreams,https://www.whosampled.com/Debbie-Gibson/Only-in-My-Dreams/
Little Anthony and the Imperials,Tears on My Pillow,https://www.whosampled.com/Little-Anthony-and-the-Imperials/Tears-on-My-Pillow/
Biz Markie,Just a Friend,https://www.whosampled.com/Biz-Markie/Just-a-Friend/
Nina Sky feat. Jibbs,Move Ya Body,https://www.whosampled.com/Nina-Sky/Move-Ya-Body/
Right Said Fred,I’m Too Sexy,https://www.whosampled.com/Right-Said-Fred/I%27m-Too-Sexy/
Darlene Love,Christmas (Baby Please Come Home),https://www.whosampled.com/Darlene-Love/Christmas-%28Baby-Please-Come-Home%29/
Roddy Ricch,The Box,https://www.whosampled.com/Roddy-Ricch/The-Box/
Badfinger,No Matter What,https://www.whosampled.com/Badfinger/No-Matter-What/
En Vogue,My Lovin’ (You’re Never Gonna Get It),https://www.whosampled.com/En-Vogue/My-Lovin%27-%28You%27re-Never-Gonna-Get-It%29/
Harold Melvin and the Blue Notes,The Love I Lost,https://www.whosampled.com/Harold-Melvin-and-the-Blue-Notes/The-Love-I-Lost/
Usher,You Make Me Wanna…,https://www.whosampled.com/Usher/You-Make-Me-Wanna%E2%80%A6/
Luther Vandross,Never Too Much,https://www.whosampled.com/Luther-Vandross/Never-Too-Much/
"Cam’Ron feat. Juelz Santana, Freekey Zekey & Toya",Hey Ma,https://www.whosampled.com/Cam%27Ron/Hey-Ma/
Roxette,It Must Have Been Love,https://www.whosampled.com/Roxette/It-Must-Have-Been-Love/
Ohio Express,Yummy Yummy Yummy,https://www.whosampled.com/Ohio-Express/Yummy-Yummy-Yummy/
Billy Ray Cyrus,Achy Breaky Heart,https://www.whosampled.com/Billy-Ray-Cyrus/Achy-Breaky-Heart/
Cassie,Me & U,https://www.whosampled.com/Cassie/Me-%26-U/
Rob Base & DJ EZ-Rock,It Takes Two,https://www.whosampled.com/Rob-Base/It-Takes-Two/
Stan Getz & Joao Gilberto,The Girl From Ipanema,https://www.whosampled.com/Stan-Getz/The-Girl-From-Ipanema/
Bobby Brown,My Prerogative,https://www.whosampled.com/Bobby-Brown/My-Prerogative/
J Balvin & Willy William,Mi Gente,https://www.whosampled.com/J-Balvin/Mi-Gente/
The Angels,My Boyfriend’s Back,https://www.whosampled.com/The-Angels/My-Boyfriend%27s-Back/
Olivia Newton-John,Physical,https://www.whosampled.com/Olivia-Newton-John/Physical/
Nelly Furtado feat. Timbaland,Promiscuous,https://www.whosampled.com/Nelly-Furtado/Promiscuous/
The Kid LAROI & Justin Bieber,Stay,https://www.whosampled.com/The-Kid-LAROI/Stay/
Dawn Penn,"You Don’t Love Me (No, No, No)",https://www.whosampled.com/Dawn-Penn/You-Don%27t-Love-Me-%28No%2C-No%2C-No%29/
New Radicals,You Get What You Give,https://www.whosampled.com/New-Radicals/You-Get-What-You-Give/
Todd Rundgren,I Saw the Light,https://www.whosampled.com/Todd-Rundgren/I-Saw-the-Light/
Clean Bandit feat. Jess Glynne,Rather Be,https://www.whosampled.com/Clean-Bandit/Rather-Be/
The Outfield,Your Love,https://www.whosampled.com/The-Outfield/Your-Love/
Tyga,Rack City,https://www.whosampled.com/Tyga/Rack-City/
Laura Branigan,Gloria,https://www.whosampled.com/Laura-Branigan/Gloria/
CeCe Peniston,Finally,https://www.whosampled.com/CeCe-Peniston/Finally/
Modern English,I Melt With You,https://www.whosampled.com/Modern-English/I-Melt-With-You/
Flo Rida feat. T-Pain,Low,https://www.whosampled.com/Flo-Rida/Low/
Sister Sledge,We Are Family,https://www.whosampled.com/Sister-Sledge/We-Are-Family/
Billy Joel,Uptown Girl,https://www.whosampled.com/Billy-Joel/Uptown-Girl/
House of Pain,Jump Around,https://www.whosampled.com/House-of-Pain/Jump-Around/
Janet Jackson,All for You,https://www.whosampled.com/Janet-Jackson/All-for-You/
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,https://www.whosampled.com/Aretha-Franklin/%28You-Make-Me-Feel-Like%29-A-Natural-Woman/
Toni Braxton,You’re Makin’ Me High,https://www.whosampled.com/Toni-Braxton/You%27re-Makin%27-Me-High/
Joe Jackson,Is She Really Going Out With Him?,https://www.whosampled.com/Joe-Jackson/Is-She-Really-Going-Out-With-Him%3F/
Maroon 5,This Love,https://www.whosampled.com/Maroon-5/This-Love/
Diana Ross,I’m Coming Out,https://www.whosampled.com/Diana-Ross/I%27m-Coming-Out/
The 5th Dimension,Aquarius/Let the Sunshine In,https://www.whosampled.com/The-5th-Dimension/Aquarius/Let-the-Sunshine-In/
Walk the Moon,Shut Up and Dance,https://www.whosampled.com/Walk-the-Moon/Shut-Up-and-Dance/
Ice Cube,It Was a Good Day,https://www.whosampled.com/Ice-Cube/It-Was-a-Good-Day/
Thelma Houston,Don’t Leave Me This Way,https://www.whosampled.com/Thelma-Houston/Don%27t-Leave-Me-This-Way/
Spiral Starecase,More Today Than Yesterday,https://www.whosampled.com/Spiral-Starecase/More-Today-Than-Yesterday/
Dionne Warwick,I Say a Little Prayer,https://www.whosampled.com/Dionne-Warwick/I-Say-a-Little-Prayer/
LEN,Steal My Sunshine,https://www.whosampled.com/LEN/Steal-My-Sunshine/
Sylvester,You Make Me Feel (Mighty Real),https://www.whosampled.com/Sylvester/You-Make-Me-Feel-%28Mighty-Real%29/
Jordin Sparks & Chris Brown,No Air,https://www.whosampled.com/Jordin-Sparks/No-Air/
Chief Keef feat. Lil Reese,I Don’t Like,https://www.whosampled.com/Chief-Keef/I-Don%27t-Like/
Kim Carnes,Bette Davis Eyes,https://www.whosampled.com/Kim-Carnes/Bette-Davis-Eyes/
Candi Staton,Young Hearts Run Free,https://www.whosampled.com/Candi-Staton/Young-Hearts-Run-Free/
t.A.T.u.,All the Things She Said,https://www.whosampled.com/t.A.T.u./All-the-Things-She-Said/
Alicia Keys,If I Ain’t Got You,https://www.whosampled.com/Alicia-Keys/If-I-Ain%27t-Got-You/
The Righteous Brothers,You’ve Lost That Lovin’ Feelin',https://www.whosampled.com/The-Righteous-Brothers/You%27ve-Lost-That-Lovin%27-Feelin%27/
Ike & Tina Turner,Proud Mary,https://www.whosampled.com/Ike/Proud-Mary/
Bonnie Raitt,Something to Talk About,https://www.whosampled.com/Bonnie-Raitt/Something-to-Talk-About/
Lana Del Rey vs. Cedric Gervais,Summertime Sadness,https://www.whosampled.com/Lana-Del-Rey-vs.-Cedric-Gervais/Summertime-Sadness/
Shannon,Let the Music Play,https://www.whosampled.com/Shannon/Let-the-Music-Play/
Edison Lighthouse,Love Grows (Where My Rosemary Goes),https://www.whosampled.com/Edison-Lighthouse/Love-Grows-%28Where-My-Rosemary-Goes%29/
Marc Cohn,Walking in Memphis,https://www.whosampled.com/Marc-Cohn/Walking-in-Memphis/
Bananarama,Cruel Summer,https://www.whosampled.com/Bananarama/Cruel-Summer/
Daryl Hall & John Oates,She’s Gone,https://www.whosampled.com/Daryl-Hall/She%27s-Gone/
Snoop Dogg feat. Pharrell,Drop It Like It’s Hot,https://www.whosampled.com/Snoop-Dogg/Drop-It-Like-It%27s-Hot/
Labelle,Lady Marmalade,https://www.whosampled.com/Labelle/Lady-Marmalade/
The Marvelettes,Please Mr. Postman,https://www.whosampled.com/The-Marvelettes/Please-Mr.-Postman/
Donna Summer,Bad Girls,https://www.whosampled.com/Donna-Summer/Bad-Girls/
Donna Lewis,I Love You Always Forever,https://www.whosampled.com/Donna-Lewis/I-Love-You-Always-Forever/
Wizkid feat. Tems,Essence,https://www.whosampled.com/Wizkid/Essence/
LL Cool J,Mama Said Knock You Out,https://www.whosampled.com/LL-Cool-J/Mama-Said-Knock-You-Out/
Sheryl Crow,All I Wanna Do,https://www.whosampled.com/Sheryl-Crow/All-I-Wanna-Do/
Odyssey,Native New Yorker,https://www.whosampled.com/Odyssey/Native-New-Yorker/
Martha & The Vandellas,Dancing in the Street,https://www.whosampled.com/Martha/Dancing-in-the-Street/
C+C Music Factory,Gonna Make You Sweat (Everybody Dance Now),https://www.whosampled.com/C%2BC-Music-Factory/Gonna-Make-You-Sweat-%28Everybody-Dance-Now%29/
Fountains of Wayne,Stacy’s Mom,https://www.whosampled.com/Fountains-of-Wayne/Stacy%27s-Mom/
Artist,Song,https://www.whosampled.com/Artist/Song/
